"Iteration";"Method";"RMSE";"RSE";"R2"
59;"Linear_Regression";45,7167867896201;0,793030597751774;0,206969402248226
60;"Linear_Regression";47,2287111900431;0,755594767591893;0,244405232408107
61;"Linear_Regression";48,09192689087;0,771714281970577;0,228285718029423
62;"Linear_Regression";48,650211557197;0,745756486638469;0,254243513361531
63;"Linear_Regression";48,7295293847496;0,746190182688335;0,253809817311665
64;"Linear_Regression";56,9622860746191;0,730767699399431;0,269232300600569
65;"Linear_Regression";48,1237068912415;0,795289695432194;0,204710304567806
66;"Linear_Regression";49,9059417170662;0,740170650856323;0,259829349143677
67;"Linear_Regression";47,1635783078717;0,737092803624157;0,262907196375843
68;"Linear_Regression";48,3870961057058;0,75626609013848;0,24373390986152
69;"Linear_Regression";44,9230607435862;0,799408920075264;0,200591079924736
70;"Linear_Regression";46,680988978097;0,78781309693724;0,21218690306276
71;"Linear_Regression";47,8481858941117;0,776392689179979;0,223607310820021
72;"Linear_Regression";49,9618307090597;0,737973447487205;0,262026552512795
73;"Linear_Regression";44,4400874158379;0,802475117943014;0,197524882056986
74;"Linear_Regression";50,6408559347048;0,734461961179523;0,265538038820477
75;"Linear_Regression";48,9719926901081;0,758099476550675;0,241900523449325
76;"Linear_Regression";49,280077824364;0,790808167059719;0,209191832940281
77;"Linear_Regression";44,6013893145604;0,754146047312006;0,245853952687994
78;"Linear_Regression";47,1119652851153;0,780835958948799;0,219164041051201
79;"Linear_Regression";49,1846681613043;0,778484962001942;0,221515037998058
80;"Linear_Regression";48,2186379504493;0,758832704228691;0,241167295771309
81;"Linear_Regression";50,2450695140119;0,745429544679974;0,254570455320026
82;"Linear_Regression";46,3640148838503;0,769197255291316;0,230802744708684
83;"Linear_Regression";49,0703360011521;0,742064176554373;0,257935823445627
84;"Linear_Regression";48,3708774678545;0,798976244305831;0,201023755694169
85;"Linear_Regression";45,2899566296676;0,789590115081614;0,210409884918386
86;"Linear_Regression";47,5076442153697;0,768548820738511;0,231451179261489
87;"Linear_Regression";44,1572544258109;0,760546048950619;0,239453951049381
88;"Linear_Regression";47,6056874745881;0,755739667407667;0,244260332592333
89;"Linear_Regression";46,6208474716312;0,763050217255778;0,236949782744222
90;"Linear_Regression";46,7120913785018;0,786109647216238;0,213890352783762
91;"Linear_Regression";43,113223988893;0,80807316892931;0,19192683107069
92;"Linear_Regression";50,2584113070265;0,737054582273271;0,262945417726729
93;"Linear_Regression";46,4823026118473;0,773288831594981;0,226711168405019
94;"Linear_Regression";48,0980679904484;0,738763732351281;0,261236267648719
95;"Linear_Regression";46,4388411875943;0,785344888081201;0,214655111918799
96;"Linear_Regression";46,6889120241691;0,764712161430128;0,235287838569872
97;"Linear_Regression";46,5729350533669;0,770399244888421;0,229600755111579
98;"Linear_Regression";50,0137841732902;0,730792793007518;0,269207206992482
99;"Linear_Regression";47,2247459633235;0,812498263643295;0,187501736356705
0;"Random_Forest";13,9453665540943;0,0700808278546214;0,929919172145379
1;"Random_Forest";17,8494958119812;0,101391496696652;0,898608503303348
2;"Random_Forest";17,16370797783;0,0955723951888994;0,904427604811101
3;"Random_Forest";16,556700922935;0,0729151725814268;0,927084827418573
4;"Random_Forest";13,9817043519842;0,0670001549269007;0,932999845073099
5;"Random_Forest";18,5931990615223;0,121607631577163;0,878392368422837
6;"Random_Forest";17,4152150908883;0,106335837410746;0,893664162589254
7;"Random_Forest";14,9679638283099;0,0802496205800628;0,919750379419937
8;"Random_Forest";19,4077959057289;0,110179711219326;0,889820288780674
9;"Random_Forest";16,429354789641;0,0873090740081774;0,912690925991823
10;"Random_Forest";15,220114748212;0,0850562808857959;0,914943719114204
11;"Random_Forest";17,7269001006542;0,0707288038799029;0,929271196120097
12;"Random_Forest";14,3468574893695;0,0682134341372856;0,931786565862714
13;"Random_Forest";15,866964648232;0,0837890756619176;0,916210924338082
14;"Random_Forest";17,7711507370643;0,11710147491869;0,88289852508131
15;"Random_Forest";17,7335942271495;0,0951293603771349;0,904870639622865
16;"Random_Forest";18,0083110892933;0,087637748348057;0,912362251651943
17;"Random_Forest";14,4074690203429;0,0779106375496676;0,922089362450332
18;"Random_Forest";15,4942657424035;0,0870348615146893;0,912965138485311
19;"Random_Forest";16,1637215831432;0,0919951003138798;0,90800489968612
20;"Random_Forest";17,5505433263728;0,122394268052232;0,877605731947768
21;"Random_Forest";12,9002809714843;0,0480941555128996;0,9519058444871
22;"Random_Forest";16,3039257731838;0,0986277556992902;0,90137224430071
23;"Random_Forest";18,8783629126765;0,115408767921162;0,884591232078838
24;"Random_Forest";17,9919289451031;0,095084602913183;0,904915397086817
25;"Random_Forest";14,3467504922795;0,0751171767790182;0,924882823220982
26;"Random_Forest";16,0974940269592;0,0831657813238949;0,916834218676105
27;"Random_Forest";18,1729203789936;0,095931131808142;0,904068868191858
28;"Random_Forest";14,8555930203815;0,0690341890563406;0,930965810943659
29;"Random_Forest";17,2863399458684;0,0995673051930885;0,900432694806911
30;"Random_Forest";15,8444869789862;0,108919293351651;0,891080706648349
31;"Random_Forest";14,6550940605514;0,0636433958344488;0,936356604165551
32;"Random_Forest";16,6875890538768;0,107774879266528;0,892225120733472
33;"Random_Forest";15,9358225531419;0,094646668198581;0,905353331801419
34;"Random_Forest";14,2818158143369;0,0852507590951838;0,914749240904816
35;"Random_Forest";17,2241063539181;0,095570337304529;0,904429662695471
36;"Random_Forest";17,9098175007325;0,132105135094019;0,867894864905981
37;"Random_Forest";17,5494917126765;0,0941798048995817;0,905820195100418
38;"Random_Forest";14,5782386597574;0,0890558268540935;0,910944173145906
39;"Random_Forest";13,9494153250977;0,0608715648155614;0,939128435184439
40;"Random_Forest";15,2188494393358;0,0834798003876512;0,916520199612349
41;"Random_Forest";16,7738644500444;0,109011262648447;0,890988737351553
42;"Random_Forest";15,9266539362773;0,0752125536970273;0,924787446302973
43;"Random_Forest";14,8286316146562;0,0836786465856945;0,916321353414305
44;"Random_Forest";14,8949488138487;0,0624282652005122;0,937571734799488
45;"Random_Forest";18,4998184451872;0,104264174290561;0,895735825709439
46;"Random_Forest";17,4037818403602;0,0784449089123004;0,9215550910877
47;"Random_Forest";20,9835574620759;0,12418478566298;0,87581521433702
48;"Random_Forest";13,9795496633542;0,0867552199840532;0,913244780015947
49;"Random_Forest";15,3518989312531;0,0762613495253601;0,92373865047464
50;"Random_Forest";16,6843114576863;0,0863098905207008;0,913690109479299
51;"Random_Forest";16,1783515088927;0,0898808839102832;0,910119116089717
52;"Random_Forest";16,8962086373338;0,127796413379035;0,872203586620965
53;"Random_Forest";17,3694783107581;0,0867020366480446;0,913297963351955
54;"Random_Forest";14,722428691196;0,0921587032738297;0,90784129672617
55;"Random_Forest";17,632261673457;0,0928699921912979;0,907130007808702
56;"Random_Forest";15,7164432621559;0,0833461625595969;0,916653837440403
57;"Random_Forest";12,4216260800923;0,0594655407935034;0,940534459206497
58;"Random_Forest";14,5925378944427;0,0801484449506575;0,919851555049342
59;"Random_Forest";14,18712462691;0,076370795628351;0,923629204371649
60;"Random_Forest";17,9406282779645;0,10903151553295;0,89096848446705
61;"Random_Forest";17,9178866623267;0,107123746140969;0,892876253859031
62;"Random_Forest";16,3649378459673;0,0843832588495372;0,915616741150463
63;"Random_Forest";12,6744499064982;0,0504804636592016;0,949519536340798
64;"Random_Forest";19,5281173971183;0,0858865734291041;0,914113426570896
65;"Random_Forest";19,0560428749748;0,124701779801697;0,875298220198303
66;"Random_Forest";16,4772307899798;0,0806855567058463;0,919314443294154
67;"Random_Forest";14,9396613363911;0,0739588553697067;0,926041144630293
68;"Random_Forest";16,0887419388603;0,0836102805514896;0,91638971944851
69;"Random_Forest";18,6432160216341;0,137680354913427;0,862319645086573
70;"Random_Forest";14,325575690631;0,0741937405374794;0,925806259462521
71;"Random_Forest";18,161652069929;0,111856489886723;0,888143510113277
72;"Random_Forest";14,8412013222471;0,0651181661993267;0,934881833800673
73;"Random_Forest";19,5248859693295;0,154902625378365;0,845097374621635
74;"Random_Forest";18,6570219785261;0,0996900650055521;0,900309934994448
75;"Random_Forest";17,378209596631;0,0954642371695362;0,904535762830464
76;"Random_Forest";15,612512162098;0,079373211988376;0,920626788011624
77;"Random_Forest";14,3087565750061;0,0776180049857469;0,922381995014253
78;"Random_Forest";16,8813585169313;0,100256409974092;0,899743590025908
79;"Random_Forest";16,0860490374651;0,0832701818354165;0,916729818164584
80;"Random_Forest";17,0227183537428;0,094574486107442;0,905425513892558
81;"Random_Forest";16,3175843590911;0,0786197090284604;0,92138029097154
82;"Random_Forest";17,9572189785869;0,115386183807646;0,884613816192354
83;"Random_Forest";14,2904587021155;0,0629355078850487;0,937064492114951
84;"Random_Forest";18,1925786731121;0,113019780281336;0,886980219718664
85;"Random_Forest";16,4016866570246;0,103555916018093;0,896444083981907
86;"Random_Forest";18,0717108749852;0,111209787101781;0,888790212898219
87;"Random_Forest";16,2376697484778;0,10284159372689;0,89715840627311
88;"Random_Forest";13,5372765892584;0,061110683405891;0,938889316594109
89;"Random_Forest";14,8371327289473;0,0772845631146296;0,92271543688537
90;"Random_Forest";16,6111088690131;0,0994080950650723;0,900591904934928
91;"Random_Forest";16,8775845023674;0,123836955971507;0,876163044028493
92;"Random_Forest";15,2033805939716;0,0674469745210134;0,932553025478987
93;"Random_Forest";17,5754481826212;0,110555228740423;0,889444771259577
94;"Random_Forest";15,1096349287219;0,0729051563094345;0,927094843690565
95;"Random_Forest";15,1082941544124;0,0831244025401486;0,916875597459851
96;"Random_Forest";14,9048478745174;0,0779337519435022;0,922066248056498
97;"Random_Forest";14,3309816727268;0,0729458372036507;0,927054162796349
98;"Random_Forest";14,7772579810806;0,0637973346593179;0,936202665340682
99;"Random_Forest";14,88884374674;0,0807616391921274;0,919238360807873
0;"XGBoost";14,7213826396195;0,0780973966783651;0,921902603321635
1;"XGBoost";18,329507827023;0,106918100581448;0,893081899418552
2;"XGBoost";19,2807372660943;0,120602833037958;0,879397166962042
3;"XGBoost";15,7314959020218;0,0658279519313034;0,934172048068697
4;"XGBoost";15,0698218217673;0,0778344413571738;0,922165558642826
5;"XGBoost";16,9977273045168;0,101632897552078;0,898367102447922
6;"XGBoost";18,585479292625;0,121107071064523;0,878892928935477
7;"XGBoost";16,6534742673459;0,0993407051515465;0,900659294848454
8;"XGBoost";21,4626686061683;0,134746234198026;0,865253765801974
9;"XGBoost";18,4154330940307;0,109693839968119;0,890306160031881
10;"XGBoost";15,2288393757136;0,085153822471023;0,914846177528977
11;"XGBoost";17,4249637920669;0,0683399234190551;0,931660076580945
12;"XGBoost";14,4628760593079;0,0693211365332368;0,930678863466763
13;"XGBoost";16,1439607072766;0,0867400912940855;0,913259908705914
14;"XGBoost";18,8499059023002;0,13174970062223;0,86825029937777
15;"XGBoost";18,9674394972914;0,10882745116492;0,89117254883508
16;"XGBoost";20,0281203470346;0,108399087609685;0,891600912390315
17;"XGBoost";15,7003987149604;0,0925215143536345;0,907478485646365
18;"XGBoost";17,3027484306765;0,108537903624231;0,891462096375769
19;"XGBoost";16,429686191855;0,0950474591984335;0,904952540801567
20;"XGBoost";18,0733593739629;0,129794926364913;0,870205073635087
21;"XGBoost";14,7562159515313;0,0629280058027183;0,937071994197282
22;"XGBoost";16,6726346453807;0,103139076542558;0,896860923457442
23;"XGBoost";20,5447252444266;0,136681840626512;0,863318159373488
24;"XGBoost";18,2221916143745;0,097533983212649;0,902466016787351
25;"XGBoost";16,8407176140798;0,103503099017405;0,896496900982595
26;"XGBoost";16,9028310797021;0,091695290213112;0,908304709786888
27;"XGBoost";18,5712023176544;0,100182107443146;0,899817892556854
28;"XGBoost";17,9331995330585;0,100600422052835;0,899399577947165
29;"XGBoost";16,4792420950082;0,0904867775371861;0,909513222462814
30;"XGBoost";17,1070350426938;0,126969070767263;0,873030929232737
31;"XGBoost";15,7119272013388;0,0731534883345463;0,926846511665454
32;"XGBoost";18,794950412084;0,136713915204587;0,863286084795413
33;"XGBoost";15,5700422395347;0,0903516194962314;0,909648380503769
34;"XGBoost";13,8105628731954;0,0797175894367502;0,92028241056325
35;"XGBoost";18,136626895664;0,105965077367758;0,894034922632242
36;"XGBoost";18,9596001246908;0,148045675348794;0,851954324651206
37;"XGBoost";16,1142082869219;0,0794047800796217;0,920595219920378
38;"XGBoost";16,2171822150567;0,110205437152135;0,889794562847865
39;"XGBoost";14,0078013339145;0,0613821934639309;0,938617806536069
40;"XGBoost";14,7472728806774;0,0783864856067246;0,921613514393275
41;"XGBoost";16,9539849460507;0,11136499402016;0,88863500597984
42;"XGBoost";16,8266422744414;0,0839529906058504;0,91604700939415
43;"XGBoost";16,3432058011272;0,101645227928928;0,898354772071072
44;"XGBoost";16,2098355530618;0,0739367666524903;0,92606323334751
45;"XGBoost";18,4998952514267;0,104265040045626;0,895734959954374
46;"XGBoost";17,349792941915;0,0779589702528323;0,922041029747168
47;"XGBoost";21,1839689144243;0,126568261840674;0,873431738159326
48;"XGBoost";14,2757226427222;0,0904701803442333;0,909529819655767
49;"XGBoost";16,4470004228943;0,0875293469697827;0,912470653030217
50;"XGBoost";18,8556432438231;0,110236824356427;0,889763175643573
51;"XGBoost";16,2557690142949;0,0907431476030518;0,909256852396948
52;"XGBoost";16,8981785330677;0,12782621418112;0,87217378581888
53;"XGBoost";17,7320483414168;0,0903594467374076;0,909640553262592
54;"XGBoost";14,2526402465701;0,0863710268249204;0,91362897317508
55;"XGBoost";17,5558215100717;0,0920665093978105;0,90793349060219
56;"XGBoost";16,9167920361865;0,096563520652303;0,903436479347697
57;"XGBoost";13,8434769671974;0,0738582195297482;0,926141780470252
58;"XGBoost";16,4663423635026;0,102053457473377;0,897946542526623
59;"XGBoost";15,3122786945199;0,0889647980856469;0,911035201914353
60;"XGBoost";18,2237176176422;0,112499529858926;0,887500470141074
61;"XGBoost";17,7844520250524;0,105534184308439;0,894465815691561
62;"XGBoost";16,33687079274;0,0840940602640941;0,915905939735906
63;"XGBoost";14,2975073980476;0,0642370748815111;0,935762925118489
64;"XGBoost";20,3245137374419;0,0930346760189326;0,906965323981067
65;"XGBoost";19,0666063852717;0,124840072274684;0,875159927725316
66;"XGBoost";17,847943086421;0,0946681074794862;0,905331892520514
67;"XGBoost";14,9802426035283;0,0743611965394959;0,925638803460504
68;"XGBoost";18,0955193608493;0,105768808975119;0,894231191024881
69;"XGBoost";16,461863706989;0,107346605697366;0,892653394302634
70;"XGBoost";16,4001116547486;0,097238154853367;0,902761845146633
71;"XGBoost";17,3546823703551;0,102137170611539;0,897862829388461
72;"XGBoost";15,8043466066218;0,0738443276195924;0,926155672380408
73;"XGBoost";19,0010827644821;0,146702821118739;0,853297178881261
74;"XGBoost";20,0259329646557;0,114855751839445;0,885144248160555
75;"XGBoost";17,8408163132556;0,10061438765169;0,89938561234831
76;"XGBoost";16,7368428251691;0,0912169299423253;0,908783070057675
77;"XGBoost";15,0018870144654;0,0853199251294987;0,914680074870501
78;"XGBoost";18,5581673049777;0,121162306977609;0,878837693022391
79;"XGBoost";15,231338223196;0,0746563684634981;0,925343631536502
80;"XGBoost";17,5430862410193;0,100444962163161;0,899555037836839
81;"XGBoost";18,1276856061102;0,0970296399708462;0,902970360029154
82;"XGBoost";18,194370206352;0,118453993557146;0,881546006442854
83;"XGBoost";16,7601834954829;0,086568709026784;0,913431290973216
84;"XGBoost";20,481935510171;0,143254384833889;0,856745615166111
85;"XGBoost";15,1346216532991;0,0881740989601165;0,911825901039884
86;"XGBoost";17,5957248114477;0,105428685611458;0,894571314388542
87;"XGBoost";16,888898770855;0,111256157139867;0,888743842860133
88;"XGBoost";15,459762057203;0,0797003349341654;0,920299665065835
89;"XGBoost";15,885202067789;0,0885886900642041;0,911411309935796
90;"XGBoost";15,6794836171055;0,0885702792057521;0,911429720794248
91;"XGBoost";16,4966092985937;0,118309348699812;0,881690651300188
92;"XGBoost";16,8714173453922;0,0830587279114499;0,91694127208855
93;"XGBoost";17,2611866981804;0,106636963561075;0,893363036438925
94;"XGBoost";16,569505623416;0,0876737140173568;0,912326285982643
95;"XGBoost";16,949519713626;0,104619458056424;0,895380541943576
96;"XGBoost";15,5365636340358;0,0846799173718469;0,915320082628153
97;"XGBoost";16,143127743125;0,0925601391226871;0,907439860877313
98;"XGBoost";16,2640083487964;0,0772805139351123;0,922719486064888
99;"XGBoost";15,5580582627953;0,088184847418497;0,911815152581503
